cluster,mk,count
32,יואב קיש,23
32,אליהו ברוכי,22
32,קטי קטרין שטרית,22
32,אלון שוסטר,21
32,ווליד טאהא,19
32,משה טור פז,19
32,אחמד טיבי,18
32,מאיר כהן,18
32,משה פסל,18
32,יוסף עטאונה,17
32,ירון לוי,17
32,משה סולומון,17
32,מתן כהנא,17
32,עאידה תומא סלימאן,16
32,שרון ניר,16
32,אריאל קלנר,15
32,יאסר חוג'יראת,15
32,שלי טל מירון,15
32,שרן מרים השכל,15
32,אימאן ח'טיב יאסין,14
32,מיכל שיר סגמן,14
32,עידן רול,13
32,בועז טופורובסקי,12
32,יוליה מלינובסקי,12
32,אברהם בצלאל,11
32,בועז ביסמוט,11
32,אלמוג כהן,10
32,שלמה קרעי,10
32,ששון ששי גואטה,9
32,טטיאנה מזרסקי,8
32,רם בן ברק,8
32,צגה מלקו,7
32,איימן עודה,6
32,דן אילוז,6
32,אביגדור ליברמן,5
32,יפעת שאשא ביטון,4
32,מרב מיכאלי,4
32,סימון מושיאשוילי,4
32,אורנה ברביבאי,3
32,גלית דיסטל אטבריאן,3
32,מישל בוסקילה,3
32,משה ארבל,3
32,עמיחי אליהו,3
32,איתמר בן גביר,2
32,יריב לוין,2
32,מנסור עבאס,2
32,גדי איזנקוט,1
32,גדעון סער,1
32,ואליד אלהואשלה,1
32,חילי טרופר,1
32,יעקב מרגי,1
32,משה רוט,1
32,עפיף עבד,1
33,speaker_key,6315
33,שמחה רוטמן,2283
33,דוד ביטן,1443
33,צביקה פוגל,703
33,גלעד קריב,689
33,יעקב אשר,630
33,יצחק פינדרוס,610
33,יוסף טייב,539
33,אליהו רביבו,518
33,נעמה לזימי,517
33,משה גפני,505
33,ישראל אייכלר,489
33,יונתן מישרקי,477
33,מיקי לוי,468
33,ינון אזולאי,378
33,ולדימיר בליאק,368
33,מיכאל מרדכי ביטון,362
33,נאור שירי,350
33,פנינה תמנו,328
33,מיכל מרים וולדיגר,298
33,שלום דנינו,294
33,עמית הלוי,288
33,טלי גוטליב,285
33,יולי יואל אדלשטיין,271
33,מירב בן ארי,269
33,יסמין פרידמן,224
33,עודד פורר,220
33,אלי דלל,204
33,אלון שוסטר,202
33,אורית פרקש הכהן,198
33,לימור סון הר מלך,193
33,סימון דוידסון,193
33,קארין אלהרר,192
33,אלעזר שטרן,166
33,יצחק קרויזר,162
33,שלי טל מירון,149
33,משה סעדה,146
33,קטי קטרין שטרית,146
33,זאב אלקין,135
33,ארז מלול,132
33,חנוך דב מלביצקי,131
33,חמד עמאר,127
33,יוראי להב הרצנו,125
33,מטי צרפתי הרכבי,123
33,אופיר כץ,122
33,רון כץ,116
33,יואב סגלוביץ',113
33,דבי ביטון,100
33,מירב כהן,99
33,משה פסל,96
33,אוריאל בוסו,83
33,אפרת רייטן מרום,83
33,חוה אתי עטייה,81
33,עאידה תומא סלימאן,81
33,אליהו ברוכי,80
33,שלמה קרעי,80
33,גלית דיסטל אטבריאן,79
33,יוסף עטאונה,78
33,ירון לוי,71
33,אחמד טיבי,69
33,יבגני סובה,68
33,טטיאנה מזרסקי,64
33,מרב מיכאלי,64
33,אביחי אברהם בוארון,62
33,ווליד טאהא,62
33,שרון ניר,62
33,בועז טופורובסקי,61
33,משה טור פז,60
33,עופר כסיף,57
33,מאיר כהן,55
33,ששון ששי גואטה,51
33,אלמוג כהן,49
33,בועז ביסמוט,49
33,אוהד טל,48
33,צבי ידידיה סוכות,46
33,רם בן ברק,45
33,אימאן ח'טיב יאסין,41
33,יאסר חוג'יראת,40
33,עידן רול,40
33,צגה מלקו,38
33,יוליה מלינובסקי,35
33,משה סולומון,35
33,סימון מושיאשוילי,33
33,אריאל קלנר,26
33,אברהם בצלאל,25
33,ניסים ואטורי,25
33,ואליד אלהואשלה,18
33,מתן כהנא,18
33,איימן עודה,16
33,דן אילוז,14
33,מיכל שיר סגמן,13
33,שרן מרים השכל,13
33,חילי טרופר,9
33,משה רוט,7
33,יפעת שאשא ביטון,6
33,אלי כהן,5
33,גדי איזנקוט,4
33,עמיחי אליהו,3
33,אביגדור ליברמן,2
33,אורנה ברביבאי,2
33,גדעון סער,2
33,גילה גמליאל,2
33,משה ארבל,2
33,איתמר בן גביר,1
33,דוד אמסלם,1
33,דני דנון,1
33,יאיר לפיד,1
33,יואב קיש,1
33,יעקב מרגי,1
33,מנסור עבאס,1
34,speaker_key,3148
34,שמחה רוטמן,1025
34,דוד ביטן,759
34,יעקב אשר,573
34,משה גפני,447
34,גלעד קריב,329
34,ישראל אייכלר,305
34,מיכאל מרדכי ביטון,289
34,אופיר כץ,263
34,צביקה פוגל,256
34,נאור שירי,250
34,נעמה לזימי,240
34,פנינה תמנו,240
34,יוסף טייב,234
34,ינון אזולאי,213
34,יצחק פינדרוס,202
34,אליהו רביבו,197
34,יונתן מישרקי,187
34,עודד פורר,181
34,ולדימיר בליאק,172
34,טלי גוטליב,157
34,זאב אלקין,139
34,מיקי לוי,132
34,לימור סון הר מלך,130
34,יולי יואל אדלשטיין,126
34,קארין אלהרר,121
34,עמית הלוי,112
34,אורית פרקש הכהן,111
34,מירב בן ארי,111
34,מטי צרפתי הרכבי,109
34,מירב כהן,108
34,משה סעדה,107
34,שלום דנינו,104
34,יוראי להב הרצנו,100
34,אלי דלל,91
34,סימון דוידסון,91
34,אפרת רייטן מרום,82
34,אוריאל בוסו,80
34,חנוך דב מלביצקי,79
34,יסמין פרידמן,79
34,מיכל מרים וולדיגר,79
34,רון כץ,70
34,חמד עמאר,69
34,דבי ביטון,68
34,קטי קטרין שטרית,64
34,ארז מלול,63
34,צבי ידידיה סוכות,62
34,אלון שוסטר,61
34,משה טור פז,58
34,אברהם בצלאל,57
34,יואב סגלוביץ',54
34,שלי טל מירון,52
34,יואב קיש,50
34,אוהד טל,49
34,ניסים ואטורי,49
34,אלעזר שטרן,48
34,עאידה תומא סלימאן,48
34,יצחק קרויזר,47
34,משה פסל,46
34,שלמה קרעי,46
34,שרון ניר,46
34,אריאל קלנר,42
34,חוה אתי עטייה,42
34,יבגני סובה,42
34,מאיר כהן,40
34,עופר כסיף,39
34,אביחי אברהם בוארון,37
34,יוסף עטאונה,37
34,שרן מרים השכל,37
34,בועז ביסמוט,32
34,מיכל שיר סגמן,31
34,משה סולומון,30
34,טטיאנה מזרסקי,28
34,יאסר חוג'יראת,28
34,צגה מלקו,28
34,רם בן ברק,27
34,אליהו ברוכי,26
34,ששון ששי גואטה,26
34,בועז טופורובסקי,25
34,יוליה מלינובסקי,25
34,ירון לוי,25
34,חילי טרופר,24
34,אורנה ברביבאי,23
34,אחמד טיבי,22
34,איימן עודה,22
34,ווליד טאהא,22
34,אלמוג כהן,18
34,יפעת שאשא ביטון,18
34,דן אילוז,17
34,גלית דיסטל אטבריאן,16
34,מתן כהנא,13
34,אימאן ח'טיב יאסין,12
34,משה רוט,12
34,משה ארבל,11
34,סימון מושיאשוילי,11
34,עידן רול,9
34,ואליד אלהואשלה,8
34,איתמר בן גביר,7
34,מרב מיכאלי,7
34,אביגדור ליברמן,6
34,עמיחי אליהו,6
34,מנסור עבאס,5
34,גדי איזנקוט,4
34,מישל בוסקילה,4
34,אבי מעוז,2
34,איתן גינזבורג,2
34,גדעון סער,2
34,בנימין גנץ,1
34,דני דנון,1
34,חיים ביטון,1
34,יעל רון בן משה,1
34,יצחק גולדקנופ,1
34,מאיר פרוש,1
34,עפיף עבד,1
35,speaker_key,4538
35,שמחה רוטמן,2023
35,דוד ביטן,1651
35,יעקב אשר,1181
35,משה גפני,779
35,אופיר כץ,647
35,נאור שירי,533
35,גלעד קריב,508
35,ינון אזולאי,459
35,פנינה תמנו,433
35,עודד פורר,403
35,מטי צרפתי הרכבי,372
35,יוסף טייב,347
35,ישראל אייכלר,346
35,צביקה פוגל,344
35,יצחק פינדרוס,338
35,מיכאל מרדכי ביטון,320
35,ולדימיר בליאק,310
35,זאב אלקין,294
35,אליהו רביבו,286
35,איתמר בן גביר,256
35,מירב בן ארי,244
35,קארין אלהרר,243
35,יוראי להב הרצנו,235
35,אפרת רייטן מרום,228
35,יונתן מישרקי,225
35,טלי גוטליב,223
35,רון כץ,219
35,אוריאל בוסו,217
35,יסמין פרידמן,207
35,נעמה לזימי,203
35,אלי דלל,180
35,משה סעדה,180
35,ארז מלול,179
35,מיקי לוי,178
35,שלום דנינו,151
35,עמית הלוי,147
35,אוהד טל,142
35,סימון דוידסון,140
35,לימור סון הר מלך,128
35,אלעזר שטרן,127
35,אברהם בצלאל,118
35,יוליה מלינובסקי,117
35,אורית פרקש הכהן,116
35,עאידה תומא סלימאן,109
35,משה טור פז,107
35,צבי ידידיה סוכות,102
35,חמד עמאר,101
35,מיכל מרים וולדיגר,101
35,חנוך דב מלביצקי,95
35,יואב סגלוביץ',93
35,אליהו ברוכי,92
35,יואב קיש,89
35,מירב כהן,87
35,אלון שוסטר,86
35,אריאל קלנר,85
35,יצחק קרויזר,84
35,עופר כסיף,84
35,שלי טל מירון,83
35,יבגני סובה,76
35,משה סולומון,75
35,ניסים ואטורי,75
35,חוה אתי עטייה,72
35,אורנה ברביבאי,68
35,שרן מרים השכל,67
35,משה ארבל,65
35,טטיאנה מזרסקי,61
35,קטי קטרין שטרית,59
35,אלמוג כהן,57
35,מאיר כהן,57
35,אחמד טיבי,56
35,דבי ביטון,56
35,יולי יואל אדלשטיין,55
35,בועז טופורובסקי,52
35,אימאן ח'טיב יאסין,47
35,יוסף עטאונה,47
35,שלמה קרעי,45
35,משה פסל,44
35,מיכל שיר סגמן,38
35,שרון ניר,35
35,איימן עודה,32
35,מתן כהנא,32
35,צגה מלקו,31
35,בועז ביסמוט,26
35,ווליד טאהא,26
35,ירון לוי,26
35,יאסר חוג'יראת,24
35,אביחי אברהם בוארון,22
35,ששון ששי גואטה,20
35,חילי טרופר,18
35,מנסור עבאס,15
35,רם בן ברק,14
35,סימון מושיאשוילי,13
35,ואליד אלהואשלה,10
35,גלית דיסטל אטבריאן,9
35,דן אילוז,9
35,יפעת שאשא ביטון,8
35,אביגדור ליברמן,7
35,מרב מיכאלי,7
35,עמיחי אליהו,7
35,משה רוט,6
35,חיים ביטון,5
35,עידן רול,5
35,מישל בוסקילה,4
35,דוד אמסלם,3
35,מאיר פרוש,3
35,מיכאל מלכיאלי,3
35,אבי דיכטר,2
35,גדי איזנקוט,1
35,יאיר לפיד,1
35,יעקב מרגי,1
35,יצחק שמעון וסרלאוף,1
35,משה אבוטבול,1
36,speaker_key,3360
36,שמחה רוטמן,1150
36,דוד ביטן,830
36,יעקב אשר,544
36,משה גפני,408
36,אופיר כץ,385
36,ישראל אייכלר,378
36,פנינה תמנו,351
36,ינון אזולאי,327
36,יצחק פינדרוס,292
36,נאור שירי,279
36,נעמה לזימי,262
36,טלי גוטליב,229
36,ולדימיר בליאק,225
36,מיקי לוי,216
36,עודד פורר,215
36,יוסף טייב,205
36,שלום דנינו,205
36,צביקה פוגל,204
36,גלעד קריב,196
36,יונתן מישרקי,194
36,אליהו רביבו,191
36,מיכאל מרדכי ביטון,187
36,קארין אלהרר,181
36,יולי יואל אדלשטיין,178
36,משה סעדה,162
36,מיכל מרים וולדיגר,152
36,מירב כהן,152
36,מירב בן ארי,143
36,מטי צרפתי הרכבי,133
36,אורית פרקש הכהן,121
36,רון כץ,116
36,חמד עמאר,104
36,אלי דלל,96
36,אוריאל בוסו,90
36,יוראי להב הרצנו,90
36,ארז מלול,88
36,משה טור פז,86
36,זאב אלקין,85
36,עמית הלוי,84
36,דבי ביטון,83
36,אוהד טל,82
36,קטי קטרין שטרית,82
36,לימור סון הר מלך,77
36,מאיר כהן,73
36,יואב סגלוביץ',67
36,טטיאנה מזרסקי,66
36,אלון שוסטר,63
36,אלעזר שטרן,61
36,סימון דוידסון,58
36,עאידה תומא סלימאן,58
36,יוסף עטאונה,55
36,חוה אתי עטייה,53
36,אחמד טיבי,51
36,ירון לוי,51
36,יסמין פרידמן,50
36,משה פסל,49
36,חנוך דב מלביצקי,48
36,אריאל קלנר,47
36,יוליה מלינובסקי,46
36,ניסים ואטורי,45
36,שרון ניר,44
36,אפרת רייטן מרום,43
36,בועז ביסמוט,42
36,שלי טל מירון,41
36,צגה מלקו,39
36,יבגני סובה,36
36,גדי איזנקוט,34
36,אברהם בצלאל,33
36,בועז טופורובסקי,33
36,עופר כסיף,33
36,אלמוג כהן,32
36,דן אילוז,32
36,יצחק קרויזר,30
36,צבי ידידיה סוכות,29
36,שרן מרים השכל,29
36,אימאן ח'טיב יאסין,26
36,יאסר חוג'יראת,26
36,אביחי אברהם בוארון,25
36,ווליד טאהא,24
36,משה סולומון,24
36,איימן עודה,21
36,אליהו ברוכי,20
36,ששון ששי גואטה,20
36,מיכל שיר סגמן,17
36,מתן כהנא,16
36,גלית דיסטל אטבריאן,15
36,חילי טרופר,15
36,אורנה ברביבאי,13
36,רם בן ברק,13
36,סימון מושיאשוילי,12
36,מנסור עבאס,7
36,מרב מיכאלי,7
36,משה רוט,6
36,שלמה קרעי,6
36,יעל רון בן משה,5
36,יפעת שאשא ביטון,5
36,משה ארבל,5
36,אביגדור ליברמן,4
36,אמיר אוחנה,3
36,ואליד אלהואשלה,3
36,חיים ביטון,3
36,יואב קיש,3
36,יואב גלנט,2
36,עדי עזוז,2
36,אופיר סופר,1
36,איתמר בן גביר,1
36,גדעון סער,1
36,דוד אמסלם,1
36,יעקב מרגי,1
36,יצחק שמעון וסרלאוף,1
36,מישל בוסקילה,1
36,עידן רול,1
37,speaker_key,3045
37,שמחה רוטמן,651
37,דוד ביטן,486
37,יעקב אשר,344
37,ישראל אייכלר,274
37,יונתן מישרקי,253
37,גלעד קריב,251
37,נאור שירי,246
37,אופיר כץ,231
37,עמית הלוי,226
37,יוסף טייב,221
37,פנינה תמנו,201
37,משה גפני,193
37,ינון אזולאי,144
37,יצחק פינדרוס,138
37,אליהו רביבו,122
37,אלי דלל,113
37,ולדימיר בליאק,112
37,נעמה לזימי,111
37,צביקה פוגל,110
37,יסמין פרידמן,109
37,מיכאל מרדכי ביטון,102
37,מיכל מרים וולדיגר,101
37,עודד פורר,100
37,אוריאל בוסו,90
37,לימור סון הר מלך,85
37,רון כץ,85
37,מירב בן ארי,77
37,דבי ביטון,76
37,אורית פרקש הכהן,67
37,חנוך דב מלביצקי,67
37,משה סעדה,65
37,זאב אלקין,64
37,יוראי להב הרצנו,63
37,טלי גוטליב,53
37,שלום דנינו,53
37,מטי צרפתי הרכבי,52
37,ניסים ואטורי,50
37,אריאל קלנר,49
37,מיקי לוי,49
37,קארין אלהרר,48
37,יואב סגלוביץ',46
37,יולי יואל אדלשטיין,46
37,חמד עמאר,45
37,צבי ידידיה סוכות,41
37,אפרת רייטן מרום,40
37,יוליה מלינובסקי,40
37,מירב כהן,38
37,סימון דוידסון,37
37,אברהם בצלאל,35
37,אליהו ברוכי,34
37,חוה אתי עטייה,32
37,משה טור פז,31
37,עאידה תומא סלימאן,31
37,משה סולומון,26
37,אלון שוסטר,23
37,יבגני סובה,22
37,ארז מלול,20
37,שלי טל מירון,20
37,עידן רול,19
37,אלעזר שטרן,18
37,שרון ניר,18
37,אביחי אברהם בוארון,17
37,חילי טרופר,17
37,טטיאנה מזרסקי,17
37,מיכל שיר סגמן,17
37,איימן עודה,15
37,אוהד טל,14
37,מאיר כהן,14
37,קטי קטרין שטרית,14
37,ששון ששי גואטה,13
